text,sentiment
Just seen a police van reverse into a prison van. Oops! ,1
Downloading John Lennon pop; downloading red hot chilli peppers.  Going To Sleep! ,1
@VickiElam That's what IM here for to show new ways of looking at things including your place in ur own life ,1
@Jennattackk oh ouch. no fun! I'm sorry. ,0
Put yourselves on the UGN combined gamerscore  http://bit.ly/FXmoI,1
With Aya! Gilpaka got cancelled ,0
"@gemalem Yes, but still we could meet each other  I actually technically live just outside of Manchester!",1
"@JLlovesJesus-crust,sliced provolone, sliced bosc pear, crumbled gorgonola &amp; chopped walnuts. 10 min at 450 degrees ",1
@monodramatic http://twitpic.com/69d9q - pink moleskine! ,1
@mtollefsrud yeah. she digs it. ,1
@angelobell can i watch ur latest film please! @sethsimonds said its awesome ,1
"Today being Sunday, plan to chant 16 rounds of Mahamantra. Never done it before ",1
"&quot;Even Walmart's prices are higher, a can of soup is $2, CLEARLY something is wrong...&quot; &lt;-exerpt of my kid's letter to Obama...haha cute ",1
@beefbeff sorry  they follow me everywhere,0
"@cookiemonster82 no thankfully not today,but work tomorrow at 6am  Hoping for no rain because of my dead wipers!!!:/",0
It would be nice if I could have a day off in order to finish the 15 miles of homework I have to complete before Monday. ,0
"weeehh, twitter is going down.. ",0
@tweeterwall. Would it be possible to remove the 'foreigners' from the Australian Tweeter Wall?  Thanks guys.  ,1
@kandidkimberly i'm in hibernation lol....  i guess i couldnt hang like yall...all the partying had me pooped!! miss u guys tho ,0
it was a good day at work today. ,1
up at 6:15 on a sunday morning and feeling miserable... my allergies are getting the best of me. ,0
"who lived 3 street down from me, and they thanked me with there life ..... my heart feels all nice now ",1
@VFavors awww mannnn  shoot I wish I could make it to your flight! I'll take vegas..trust!,0
I'M WATCHING B.COX MAKING A BEAT LIVE ON JUSTIN.TV  SO COOL!,1
@misswicked that's ungood ,0
ARGH MY HAIRDRESSER ISNT BACK AT WORK TIL AUGUST!  MY HAIR IS TERRIBLE! ,0
hummus snack is always good ,1
So I guess we aren't tweeting anymore since I am the only one posting. And to be honest I don't find myself all that interesting. ,1
argggggg thunder n lighting  x,0
@lilyroseallen the price of fame ,0
"@lorrielamb  that could work! Also, &quot;will you murder me whilst I sleep?&quot; And -gasp- &quot;do you read the Daily Mail?&quot;",1
"I wanna reply to all you twitters so bad, but I woke up late from my nap and I'm now at rehearsal ",0
@Missflyygirl  what kind of smart? ,1
can wait until November... Love to see *P!NK* rocking... In Hamburg i canï¿½t see well. So many tall people in front of me ,0
Can't believe I dropped my iPhone! I'm viewing things from A cracked screen ,0
Validating your site people @ http://validator.w3.org/ ..We've been conforming since 2009 ,1
Going ice skating for the first time this wednesday with my cousin ,1
i developed a yahoo widget successfully ,1
Oh no!! They have clowns in this routine ,0
@elainerrr come to the carnival tonight!! I texted u yesterday! Call me ,1
"@edlea Thought I had that working, but getting the same problem. Setting each of the VC's view's autoresizingmasks fails to fix it too. ",0
"@nattylux Except it looks like app approval times are averaging around 10 days, because of WWDC. ",0
"Ps Brian just announced his message title, &quot;what is in you will flow from you&quot; My friend replied &quot;cheescake??&quot; Ha! ",1
"@Zephious sounds good, see you then ",1
HAHA i got my shoes wet ,0
Hmm what's going on at west Covina on Saturday? Please someone fill mr in! I missed the vfc chat ,0
@supernovasp1 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
Aww all the baby critters! http://www.bbc.co.uk/springwatch/webcams/ ,1
I can't believe I have to wait until November  This SUCKS,0
@racheliza crap i missed taylor swift ,0
"eating lwftover french toast from my mother's day breakfast yesterday and java, i dont feel to bad fro last night  sitting by window  ",1
"Thanks, @dannysgirlsg1! It can be anything! From a school goal, to a food choice, to a good deed. ANYTHING that'll make you more awesome! ",1
@StephenFenech Perhaps it's a News Ltd thing. I wouldn't take it personally. ,1
@iamloz_JsPR thanks ,1
Ordered my new macbook  the year without apple was to much. It is just nice to have a computer which just works.,1
@jkulyan They have.  And I'm pumped because it's Tony night. ,1
@arpenpatel Hrm... what would the appropriate term be?  enlighten me,1
if i cld take back this bs a** wknd i wld. nothing tht happened ova the wknd is worth i way i feel now.  ,0
@RebeccaNavarro hmm...I could never get into power drinks...whatever works ,1
Still full from a great dinner at Thai Beer...now watching &quot;Last Chance Harvey&quot; with Sara...been a big movie weekend for me I guess.  ,1
@joek949 no food is bad!  X,0
@mileycyrus con gratulations miley. thats amazing ,1
Morning Twitter. It's spitty raining  summer has disappeared!,0
different strokes for different folks...but i guess ill have to approve...cant fight with an eclipse!  @Bonx7,1
"In the last 5 minutes 80% of the office left.  considering there are 4 others in this office, that means I'm all alone. ",0
@jkrawiec Thanks ,1
@TherealNihal Random words eh... shows manager give radio1 please mr more me ,1
"@YaNi_babi Missed your message. I don't have an internet connection at my place.  I stayed in, but was blasting your music actually. lol",0
@LeeCollins how poetic. ,1
"@FizzyDuck look great, my bald head is getting a good spot of shine on it today up here too ",1
"@missrachilli No, we upgraded the battery but had to pay for it, plus it's pushed delivery back a week ",0
"had a mint time at school  &amp; Omg, Arthur likes me now that I have given up on him... itz his loss. Matez loved George Sampson  &lt;3 x",1
I wish Adam Lambert wasn't gay  sad...,0
I'm soooo hungry!!! And all I see is McDonalds.   I guess I'll be having a Two Cheeseburger meal for lunch.,0
@happilyblissed that's pretty soon! the worst will be over soon Rin! ,1
"@SarahGiblin i thought it would, but its washed out. ",1
Don't feel so great this morning. I suspect this is the KFC I ate before I went to bed. I didn't have time for a real meal yesterday ,0
And for the record. Target has good toilet paper ,1
"OMG... THERE'S INTERWEBS!!!!   Just got back to the house from wandering 'round Cape May, bought a dress! (inorite?!?)",1
@DavidArchie Hey David! Tell your mom i said Happy Mothers Day and i hope her day is special! ,1
"a new adventure with Jen and Fiia! Should be fun, though no twittering for 2 days ",0
I'm having a crazy day. The next two weeks are going to be BUSY!! But I'm not complaining ,1
@stoptouching if you were a chick ud be first on my list sweetheart ,1
@myacnecures Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
I'm so comfortable right now. I just want to fake sick so I can lay here all day with my warm blankets ,1
@DSTDiva498 all reruns. I really want to be clear about when there are new episodes ,0
Charging this thing. Oh and yes I am still gonna study  school tomorrow,1
@lizelleE mannnn ine find no mango yet  and i been here for like 6 days already,0
@BluntNate Looks interesting. Will just miss it   Coming up to Sydney on Friday for Supanova. Good luck with your presentation!,0
@LisGarrett Finished up &quot;Hunted&quot; today. Now I'm all caught up.  Have you seen the &quot;New Moon&quot; trailer??,1
@FlaniganFarms dreary day today  but looking forward to spending time at the water park with the kids this summer if the weather looks up!,0
"had tons of fun the past two days, but is missing J ",0
@jayneguo hahahah. when that happens. keep it a secret from the chinese. u wont noe when they erect the great firewall again. ,1
"@chrisbramm chriss im havin a hard time doin the geog  well put it this way, ive not even tried them table things i got so confused!",0
Why must i have retreat this week ill miss her even if it is for a couple of days. and of course ill miss @nimarina ,1
Working with Google Chrome ,1
It's gonna be a rainy day again  I'll just stay inside with a good book than...,0
Grabbing dinner @ El Pollo Loco before starting my day at the Rio/WSOP. I'm wearing my Shronk Memorial Sweatshirt today. I miss him tons. ,0
watching jaws revenge. boring a.f! eating ramen and drinking sprite . . should b partying . . *grounded* ,0
@reen426 no mate clear as a bell its sounding so sad ,0
is not a fan of these antibiotics! Her stomach is too upset for her to sleep! ,0
@jonmchu for 99% ur not gonna reply but is there any chance for Briana to appear in SU3D? - Michaela from BrianaEviganOnline site ,1
Everything feels crappy. ,0
@heartmychloe   but it's not the same...,0
-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. ,0
@noor_baig haha thanks. ,1
It's 1:00AM and I can't sleep. ,0
@aileen2u2 hello smiler  got those legs sorted yet? ,1
I have a serious case of post-festival blues ,0
@antheia: indeed! ,1
I can't wait on till they will add some more tracks of Tracy Chapman on Spotify! ,1
"Well, no breakfast in bed this morning   So I sit at the kitchen table alone with my bowl of cereal &amp; my crackberry!",0
"just took a shower. going to put up some pictures, and then hw. BLA! tennis later today ",1
Bloody handbag strap broke. Had to borrow one of Mummy's. ,0
"@kamikam24 but it's a friend, it might complicate things! ",0
@hollieausta   yay hazel!,1
Unemployed Muses Anonymous is on my blog!  http://feeds2.feedburner.com/LisaKesslerWritersMyspaceBlog  Come by and say Hi! ,1
Simon  Made little Aidan cry  Fuck you simon you fag D:,0
@iChaes nothing has yet to top that night ,1
@melbuhtoast booo being sicky is no fun.  Maybe some portillo's will make you feel all better ,1
"Argh. Contents of bin bag has blown all over the road and my favouritest jeans for years are holing   Dear God, what is to become of me?",0
Just woke up and my morning is not good. ,0
bored  extremely bored,0
@Taryll When did they show up? ,1
@miss_magenta  Congratulations. ,1
I hate indesign CS2!! ,0
@AnthonyMcMurray LUV HILLBILLY! I have 2 work on the accent. live in Texas /grew up in Chicago/ CA 4 7 yrs didn't soften chicago accent ,0
"@ce54r no I mean you're really good at plugging your stuff, gotz skillz! I can't sleep but my comp is off ",0
i have heard so much about twitter I signed up (I'm a sheep) and therefore don't really know what to do on here! ,1
"so the roomie and i have now decided we need to make our living room more &quot;date friendly&quot;. if you've seen it, you understand... ",1
@serenajwilliams Hi Serena just want to say good luck in Madrid and Paris this month ,1
"http://twitpic.com/6j19x - Bummer, Scooter has a flat tire ",0
that was a load of rain. home. wet... ,1
Watching &quot;Dinosaurier&quot; with my ears - my eyes are on my laptop ,1
@chelseaay OHHH. are you sure? ))))): Pretty pig.  &amp;&amp; there`s a bible under it.  nice picture and nails. :-bd hippig. /,1
"@CourtKP they arrived last weekend...but maybe not with all their stuff, I do think they have a youngn ",1
I love thunder.. And lightning. But I def hate the rain. Please stop. ,0
Stuck in DC and can't get home right now. Might need a DC place to stay if BOS weather cancels me.   #workworks,0
"@ortizmaylee May, are you out?, no calls, no text message, no mails, ",0
going through my mails sorting them out - I have been avoiding to reply to few for too long... ,0
"@urthboy Funny though, looks like a hiphop fan, shes following hilltop hoods. Prolly got the name from you ",1
@banilla_face I'm gonna cry  I miss him -_- ahh whatever I'll watch when I get home,0
on my mellow shit today... need food but have too much work to do and its raining..  oo and what i would do for some coffee right now! lol,0
